Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,8.967487335205078,8.991148849712026,8.719048575621459,8.943826773063375,8.943826773063375,2062807
2000-01-04,9.02663516998291,9.322396810384268,8.943822291616437,8.967482841902639,8.967482841902639,2557142
2000-01-05,9.08579158782959,9.168604494792069,9.02663828695841,9.109452146285983,9.109452146285983,2295467
2000-01-06,8.70721435546875,8.884671367756608,8.517927066168019,8.872841090743735,8.872841090743735,1539456
2000-01-07,9.038470268249512,9.085792341452535,8.896504048640434,9.014808755465411,9.014808755465411,1511230
2000-01-10,9.40521240234375,9.40521240234375,9.20409480979026,9.334229778640465,9.334229778640465,1102626
2000-01-11,9.27507781982422,9.393381550533228,9.251416311790427,9.393381550533228,9.393381550533228,2573761
2000-01-12,9.428874969482422,9.488027321264603,9.381552897583646,9.488027321264603,9.488027321264603,1407826
2000-01-13,9.618162155151367,9.629992434850816,9.46436661432828,9.46436661432828,9.46436661432828,1751803
2000-01-14,10.446292877197266,10.481784664455724,9.748295981611072,9.748295981611072,9.748295981611072,4445851
2000-01-18,10.186023712158203,10.268836618843444,10.008566667234035,10.008566667234035,10.008566667234035,2009786
2000-01-19,10.115044593811035,10.245179614762671,10.103213358152813,10.186027245933252,10.186027245933252,1653939
2000-01-20,9.9612455368042,10.33982022070439,9.9612455368042,10.32798994040098,10.32798994040098,3375671
2000-01-21,10.339815139770508,10.600084988010927,10.316154590790363,10.458119789400646,10.458119789400646,2109234
2000-01-24,11.298087120056152,11.593848887092893,10.6474121849405,10.671073697722546,10.671073697722546,3403896
2000-01-25,12.39831829071045,12.445640356156256,11.286254990741565,11.298085269011764,11.298085269011764,3588546
2000-01-26,11.97242259979248,13.628686456532511,11.87777941341324,12.72957190028679,12.72957190028679,7180257
2000-01-27,11.144292831420898,11.44005367950016,10.931343954154714,11.428223397955437,11.428223397955437,5966841
2000-01-28,10.280668258666992,10.907682662297988,10.233346183284503,10.884022100789352,10.884022100789352,2885028
2000-01-31,9.8192777633667,10.079547673103113,9.62999046970704,10.079547673103113,10.079547673103113,5711760
2000-02-01,11.002325057983398,11.01415533685056,9.902091980766018,9.937583769732576,9.937583769732576,3431066
2000-02-02,10.966830253601074,11.451879172707304,10.694730105012118,11.014152308423224,11.014152308423224,2395969
2000-02-03,12.989842414855955,13.060825045800344,11.617509010290762,11.641170522182318,11.641170522182318,5274930
2000-02-04,12.670419692993164,13.34475514151668,12.540284715041953,13.084486137979365,13.084486137979365,2517311
2000-02-07,12.599437713623049,12.670420345948523,12.398320096640004,12.670420345948523,12.670420345948523,1274351
2000-02-08,12.11438274383545,12.197195616019725,11.81862112551347,11.854112900657986,11.854112900657986,2094989
2000-02-09,11.546527862548828,11.913272296509051,11.238935787368163,11.901442015226191,11.901442015226191,2509925
2000-02-10,12.244522094726562,12.280013882709788,11.002324753154326,11.262594690481176,11.262594690481176,3035123
2000-02-11,11.641175270080566,12.11439332016867,11.522870519467158,11.925105909660322,11.925105909660322,1776599
2000-02-14,11.735811233520508,12.114385820161974,11.40455870830046,11.451880769721878,11.451880769721878,1560295
2000-02-15,11.712152481079102,11.78313510795048,11.570187227336346,11.735813039247866,11.735813039247866,1512286
2000-02-16,11.747644424438477,11.97242258707866,11.653000285794644,11.72398291359497,11.72398291359497,1560558
2000-02-17,11.854120254516602,11.86595053611561,11.688494407399888,11.747646767760225,11.747646767760225,1383030
2000-02-18,11.309916496276855,11.404560635109892,11.191612751283207,11.357238565693374,11.357238565693374,2233741
2000-02-22,10.69473648071289,11.049650674915023,10.611922597313168,10.836701777447594,10.836701777447594,2169113
2000-02-23,10.410802841186523,10.682904049632688,10.410802841186523,10.600090182887463,10.600090182887463,10828683
2000-02-24,10.600089073181152,10.64741114174361,10.304328287487218,10.505445888421317,10.505445888421317,3039079
2000-02-25,11.037814140319824,11.167949091906108,10.694731345873691,10.718391899847592,10.718391899847592,6144633
2000-02-28,10.860360145568848,11.167951215168753,10.848528913967616,11.085138308150707,11.085138308150707,2190743
2000-02-29,11.321746826171877,11.345407382813113,11.073307171978776,11.144289794267516,11.144289794267516,3062293
2000-03-01,11.641175270080566,11.712157929975506,11.309921587416811,11.522870519467158,11.522870519467158,2967330
2000-03-02,11.451881408691406,11.68849077663542,11.309915216506004,11.593846648511818,11.593846648511818,2227410
2000-03-03,12.30367660522461,12.30367660522461,11.522866655822208,11.5938492919165,11.5938492919165,6426884
2000-03-06,11.641175270080566,11.972428000378793,11.309921587416811,11.936936194248558,11.936936194248558,1922209
2000-03-07,10.966830253601074,11.688488494453251,10.9431697023724,11.664826990859774,11.664826990859774,997903
2000-03-08,11.333576202392578,11.64116817607091,10.90767955019451,11.073306290595134,11.073306290595134,1222385
2000-03-09,11.156121253967283,11.593848264738533,11.025986273929762,11.45188300512762,11.45188300512762,1904272
2000-03-10,10.52910614013672,11.309915963053871,10.31615826634978,11.191612223637836,11.191612223637836,7170233
2000-03-13,10.410802841186523,10.410802841186523,9.71280582818713,9.984907036633292,9.984907036633292,3268573
2000-03-14,10.032227516174316,10.505446316344583,9.984906398049386,10.126871657154418,10.126871657154418,2343212
2000-03-15,9.606331825256348,10.032227606401854,9.559009754340693,9.984906487851328,9.984906487851328,3456389
2000-03-16,10.410802841186523,10.505446988219584,9.7719581819915,10.032228157784644,10.032228157784644,3658713
2000-03-17,11.26259708404541,11.499205562213245,10.505447668231762,10.6237523834983,10.6237523834983,4302351
2000-03-20,9.748298645019531,10.387143371295371,9.511689204957284,10.17419544665852,10.17419544665852,12210394
2000-03-21,10.5882568359375,10.694731232420366,10.126869371786588,10.434461332008832,10.434461332008832,9370209
2000-03-22,10.647414207458496,10.919514513399708,10.505448913260068,10.540939760626998,10.540939760626998,4180746
2000-03-23,10.99049472808838,11.156120536189812,10.813037688809649,10.860359756423655,10.860359756423655,4402590
2000-03-24,10.765717506408691,11.049649009447666,10.765717506408691,11.049649009447666,11.049649009447666,2924333
2000-03-27,11.380898475646973,11.570185774321132,11.274424072528706,11.30991490532482,11.30991490532482,2431580
2000-03-28,11.309916496276855,11.487373542314977,11.27442565848829,11.4282211936356,11.4282211936356,1304422
2000-03-29,10.848528861999512,11.309916416554264,10.659241538032806,11.286255858195336,11.286255858195336,2030098
2000-03-30,10.52910614013672,10.907680772890195,10.410801448355624,10.69473289910326,10.69473289910326,1887389
2000-03-31,10.789377212524414,10.860360796928724,10.422632820017816,10.789377212524414,10.789377212524414,2042759
2000-04-03,10.316155433654783,11.002321886152858,10.292494882741495,10.978660382874777,10.978660382874777,3255120
2000-04-04,9.842940330505373,10.694733802320965,9.535348296370026,10.671073242912527,10.671073242912527,7899338
2000-04-05,10.209684371948242,10.682903163113176,9.84293999926844,9.84293999926844,9.84293999926844,2829897
2000-04-06,10.62375259399414,10.718395796663458,10.268838441162364,10.29249995610364,10.29249995610364,3536844
2000-04-07,10.398969650268556,10.836696564956783,10.31615675906751,10.718391890461056,10.718391890461056,5655310
2000-04-10,10.138704299926758,10.671075574209285,10.055891371540056,10.64741405726641,10.64741405726641,2267769
2000-04-11,9.94941520690918,10.150532828160236,9.84294077997884,9.961245487153622,9.961245487153622,2960207
2000-04-12,8.9911470413208,9.80744865177484,8.896502907059292,9.80744865177484,9.80744865177484,12369721
2000-04-13,8.517930030822754,9.251418889289802,8.304982113380023,9.133114173255423,9.133114173255423,8636620
2000-04-14,7.536001682281494,8.446946574284965,7.41769697769517,7.772611091454141,7.772611091454141,7031482
2000-04-17,8.375962257385254,8.659893681759566,7.571491475599644,7.571491475599644,7.571491475599644,6777983
