Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,8.967487335205078,8.991148849712026,8.719048575621459,8.943826773063375,2062807
2000-01-04,9.02663516998291,9.322396810384268,8.943822291616437,8.967482841902639,2557142
2000-01-05,9.08579158782959,9.168604494792069,9.02663828695841,9.109452146285985,2295467
2000-01-06,8.70721435546875,8.884671367756608,8.517927066168019,8.872841090743735,1539456
2000-01-07,9.038470268249512,9.085792341452537,8.896504048640434,9.014808755465411,1511230
2000-01-10,9.40521240234375,9.40521240234375,9.204094809790261,9.334229778640463,1102626
2000-01-11,9.275077819824219,9.393381550533228,9.251416311790429,9.393381550533228,2573761
2000-01-12,9.428874969482422,9.488027321264605,9.381552897583646,9.488027321264605,1407826
2000-01-13,9.618162155151367,9.629992434850815,9.464366614328279,9.464366614328279,1751803
2000-01-14,10.446292877197266,10.481784664455725,9.748295981611072,9.748295981611072,4445851
2000-01-18,10.186023712158203,10.268836618843444,10.008566667234035,10.008566667234035,2009786
2000-01-19,10.115044593811035,10.245179614762673,10.103213358152813,10.186027245933253,1653939
2000-01-20,9.9612455368042,10.33982022070439,9.9612455368042,10.32798994040098,3375671
2000-01-21,10.339815139770508,10.600084988010927,10.316154590790365,10.458119789400646,2109234
2000-01-24,11.298087120056152,11.593848887092891,10.647412184940501,10.671073697722546,3403896
2000-01-25,12.39831829071045,12.445640356156257,11.286254990741565,11.298085269011763,3588546
2000-01-26,11.97242259979248,13.628686456532511,11.87777941341324,12.72957190028679,7180257
2000-01-27,11.144292831420898,11.44005367950016,10.931343954154714,11.428223397955435,5966841
2000-01-28,10.280668258666992,10.907682662297987,10.233346183284505,10.884022100789352,2885028
2000-01-31,9.8192777633667,10.079547673103113,9.62999046970704,10.079547673103113,5711760
2000-02-01,11.002325057983398,11.01415533685056,9.902091980766018,9.937583769732575,3431066
2000-02-02,10.966830253601074,11.451879172707304,10.694730105012118,11.014152308423224,2395969
2000-02-03,12.989842414855957,13.060825045800344,11.617509010290762,11.641170522182318,5274930
2000-02-04,12.670419692993164,13.34475514151668,12.540284715041953,13.084486137979365,2517311
2000-02-07,12.599437713623047,12.670420345948525,12.398320096640003,12.670420345948525,1274351
2000-02-08,12.11438274383545,12.197195616019725,11.81862112551347,11.854112900657986,2094989
2000-02-09,11.546527862548828,11.913272296509053,11.238935787368163,11.901442015226193,2509925
